id,thresh,npix,tnpix,xmin,xmax,ymin,ymax,x,y,x2_image,y2_image,xy_image,errx2,erry2,errxy,a_image,b_image,theta_image,cxx_image,cyy_image,cxy_image,cflux,flux,cpeak,peak,xcpeak,ycpeak,xpeak,ypeak,flag,x_image,y_image,number,ra,dec,x_world,y_world,flux_iso,fluxerr_iso,area_iso,mag_iso,kron_radius,kron_rcirc,flux_auto,fluxerr_auto,bkg_auto,flag_auto,area_auto,flux_radius_flag,flux_radius_20,flux_radius,flux_radius_90,tot_corr,mag_auto,magerr_auto,flux_aper_0,fluxerr_aper_0,flag_aper_0,bkg_aper_0,mask_aper_0,flux_aper_1,fluxerr_aper_1,flag_aper_1,bkg_aper_1,mask_aper_1,flux_aper_2,fluxerr_aper_2,flag_aper_2,bkg_aper_2,mask_aper_2,flux_aper_3,fluxerr_aper_3,flag_aper_3,bkg_aper_3,mask_aper_3,flux_aper_4,fluxerr_aper_4,flag_aper_4,bkg_aper_4,mask_aper_4,flux_aper_5,fluxerr_aper_5,flag_aper_5,bkg_aper_5,mask_aper_5,flux_aper_6,fluxerr_aper_6,flag_aper_6,bkg_aper_6,mask_aper_6,f125w_flux_aper_0,f125w_fluxerr_aper_0,f125w_flag_aper_0,f125w_bkg_aper_0,f125w_mask_aper_0,f125w_flux_aper_1,f125w_fluxerr_aper_1,f125w_flag_aper_1,f125w_bkg_aper_1,f125w_mask_aper_1,f125w_flux_aper_2,f125w_fluxerr_aper_2,f125w_flag_aper_2,f125w_bkg_aper_2,f125w_mask_aper_2,f125w_flux_aper_3,f125w_fluxerr_aper_3,f125w_flag_aper_3,f125w_bkg_aper_3,f125w_mask_aper_3,f125w_flux_aper_4,f125w_fluxerr_aper_4,f125w_flag_aper_4,f125w_bkg_aper_4,f125w_mask_aper_4,f125w_flux_aper_5,f125w_fluxerr_aper_5,f125w_flag_aper_5,f125w_bkg_aper_5,f125w_mask_aper_5,f125w_flux_aper_6,f125w_fluxerr_aper_6,f125w_flag_aper_6,f125w_bkg_aper_6,f125w_mask_aper_6,f125w_tot_corr,f160w_flux_aper_0,f160w_fluxerr_aper_0,f160w_flag_aper_0,f160w_bkg_aper_0,f160w_mask_aper_0,f160w_flux_aper_1,f160w_fluxerr_aper_1,f160w_flag_aper_1,f160w_bkg_aper_1,f160w_mask_aper_1,f160w_flux_aper_2,f160w_fluxerr_aper_2,f160w_flag_aper_2,f160w_bkg_aper_2,f160w_mask_aper_2,f160w_flux_aper_3,f160w_fluxerr_aper_3,f160w_flag_aper_3,f160w_bkg_aper_3,f160w_mask_aper_3,f160w_flux_aper_4,f160w_fluxerr_aper_4,f160w_flag_aper_4,f160w_bkg_aper_4,f160w_mask_aper_4,f160w_flux_aper_5,f160w_fluxerr_aper_5,f160w_flag_aper_5,f160w_bkg_aper_5,f160w_mask_aper_5,f160w_flux_aper_6,f160w_fluxerr_aper_6,f160w_flag_aper_6,f160w_bkg_aper_6,f160w_mask_aper_6,f160w_tot_corr,nexp_g800l,nexp_g102,nexp_g141,has_grism,mag_best_u,mag_best_z,magerr_best_u,magerr_best_z,mag_best_Ks,magerr_best_Ks
478,0.011233103461563587,241,206,6151,6168,2591,2607,6158.6772862658145,2598.899658162785,11.478869288910694,11.131268339861194,-0.5837626478359468,0.0044443270350309795,0.004134730671225854,-0.00025354160188954784,3.451688766479492,3.2704713344573975,-0.6407142281532288,0.0873495563864708,0.09007725864648819,0.009161832742393017,1.120403496661945,1.1754050410677324,0.015424325477818093,0.023256648686551404,6158,2599,6158,2599,0,6159.6772862658145,2599.899658162785,478,190.92101506752937,35.858884980938505,190.92101506752937,35.858884980938505,1.1731120831411135,0.01656997940114822,239,23.726651229804446,3.8673490802859596,12.993745694954752,1.2621960939898977,0.024630702499398294,0.028202025727839013,0,530.418420895885,32,2.0139339201288364,3.702578687706791,8.209183128286629,1.1139285564287407,23.5300395764156,0.021187235152731597,0.4777427503078654,0.0074008624368339625,0,0.0015045563792604863,0.0,0.7197615143777013,0.009835438230015254,0,0.002907019610533356,0.0,0.9518534788420847,0.013004235670587718,0,0.005677533831271999,0.0,1.1422277656469204,0.01751109971100651,0,0.01159393623850311,0.0,1.1963624646778288,0.0204442018487035,0,0.016700962958825397,0.0,1.2502028076684033,0.024918375607264596,0,0.02608870677697079,0.0,1.5342507231480993,0.04802083799616405,32,0.10519560415858176,0.0,0.44164550064339236,0.010840562973823848,0,0.002864818478406487,0.0,0.642914250985624,0.014637916847365132,0,0.005534386923381026,0.0,0.8401999404707317,0.019729632316186543,0,0.010807442364642303,0.0,0.9995161893123476,0.027309136381715293,0,0.022061920735656687,0.0,1.0590303720409497,0.03233925170478609,0,0.0317558277418398,0.0,1.091964526257012,0.040038487643809254,0,0.0495211427549122,0.0,1.153688839604706,0.07947011791596191,32,0.19702805251334543,0.0,1.0894395117582234,0.5624587428023268,0.01066033078308803,0,0.0012432721541171155,0.0,0.8553165005898653,0.014280036601085351,0,0.00240185406278467,0.0,1.1338679872444024,0.019075353707596783,0,0.004689834379712815,0.0,1.36236469984704,0.02589442602465113,0,0.009571885889112798,0.0,1.4218397986957196,0.030315898189715123,0,0.013780106622944254,0.0,1.4900464411588683,0.03705300195446125,0,0.02150040907769207,0.0,1.9017149825245718,0.07166487284411745,32,0.08579818910773367,0.0,1.0965133824950053,0,0,6,4,23.992176055908203,24.26271629333496,0.03837445750832558,0.06987591832876205,20.0322,0.0267
508,0.01137299183756113,449,379,5798,5835,2663,2682,5821.501589779447,2672.996563343067,45.03856554687627,12.707756656966694,-3.498784253397133,0.013002016277637866,0.0034432143449079117,-0.001095109383283118,6.7389068603515625,3.511902332305908,-0.1065744161605835,0.02268846705555916,0.08041199296712875,0.012493479996919632,1.767187672566188,1.8039506133831693,0.018218399339536846,0.0316156910503961,5821,2674,5821,2674,1,5822.501589779447,2673.996563343067,508,190.927948987912,35.86011969510593,190.927948987912,35.86011969510593,1.7975465082203819,0.02248257800153764,444,23.26329966056551,3.9427516369254754,19.18074017781537,2.1812767398066617,0.03630520721594933,-0.040581246750525324,32,1155.7944309541065,32,2.608363444379786,5.9789056477050915,17.287941664860963,1.0756258529681308,22.974069999186504,0.018071011887788296,0.5263544500234932,0.007573188539878495,0,-0.0009724565371261222,0.0,0.7861383806607725,0.009992037548971976,0,-0.0018814141053312165,0.0,1.0718802555062499,0.013140877748012217,0,-0.0036972178399816906,0.0,1.3431656657941866,0.017703005473894962,0,-0.007533074958095158,0.0,1.5044480599050827,0.02075153227058249,0,-0.010813217282421935,0.0,1.7144416209602973,0.025329142066699666,0,-0.016813072749038496,0.0,2.204697369916461,0.04854028849570318,32,-0.06658366668808526,0.0,0.5943797890791921,0.011258606248164998,0,-0.0009914946437046771,0.0,0.8761933567890977,0.01502715430940991,0,-0.0019184339815647043,0.0,1.1684087247526176,0.02020873051884061,0,-0.0037707508104597204,0.0,1.4715266515495553,0.027893949440409516,0,-0.007684992688719,0.0,1.6505599385273262,0.03300668031253315,0,-0.011033423489502642,0.0,1.8927767724779683,0.0407513622418821,0,-0.01716248954673272,0.0,2.452709815712451,0.08025263173794257,32,-0.0670134383126468,0.0,1.0520077733934694,0.5847073201543197,0.010784526392605458,0,-0.001828371161605814,0.0,0.8760407136900771,0.014345505443865519,0,-0.00353716342274611,0.0,1.2039304386412535,0.01904529802300725,0,-0.006950806778752053,0.0,1.5080750472743532,0.02593034329502039,0,-0.014161138514164135,0.0,1.6899544997109834,0.030518301293311307,0,-0.020325521598497515,0.0,1.9242230969482357,0.03739697449128361,0,-0.031596675816361865,0.0,2.4972222063111973,0.07224121675327194,32,-0.12209082172281187,0.0,1.0630521760413396,0,0,6,4,24.059423446655273,22.998376846313477,0.02911769039928913,0.031424958258867264,99.0,99.0
613,0.012465311214327812,197,157,6146,6161,3007,3022,6153.616529771522,3014.55774846693,10.802139883595721,11.39577625018525,-2.7834341251031702,0.00805059915117149,0.008468307823603109,-0.0016514357842442099,3.728025436401367,2.880927324295044,-0.838516116142273,0.0987919494509697,0.0936456173658371,0.04826014116406441,0.6799435920177207,0.7347292003143664,0.008476492698039902,0.013390494006245004,6155,3014,6155,3014,0,6154.616529771522,3015.55774846693,613,190.9211191953133,35.865812594302675,190.9211191953133,35.865812594302675,0.7276179861881206,0.01504080259036936,188,24.245241435079294,3.844135868445957,12.598078608860247,0.8139849510384494,0.024282230701355177,0.0028804419058285073,0,498.6071483289802,0,2.3709375133427475,4.183012288369982,8.268145429507552,1.1175658073159156,24.002776296255085,0.03238892435433412,0.2452317174623071,0.006686210763867407,0,0.0001603449871845619,0.0,0.4051645617052556,0.009230914008975466,0,0.0003101249459263463,0.0,0.5917728972477396,0.012580552717264444,0,0.0006106935233348009,0.0,0.7347424820221478,0.017281757853133885,0,0.0012502935351700203,0.0,0.77524962726061,0.0202701519640902,0,0.0018066609994139354,0.0,0.8033824926887622,0.02489660432970782,0,0.002843188693292173,0.0,0.8710500924305645,0.04833517832123783,0,0.01196409429309789,0.0,0.20862159990713955,0.010149499841090646,0,-0.00016037012119346977,0.0,0.3346982216268361,0.013979057086837499,0,-0.00030956542851236137,0.0,0.4713321321875709,0.019349808898344874,0,-0.0006055676549573702,0.0,0.5603254889056742,0.02732849817454073,0,-0.0012257581811827977,0.0,0.5742666030531733,0.032466977777307095,0,-0.0017526120378225383,0.0,0.5833649937674251,0.04033810283715094,0,-0.002706075895486264,0.0,0.526713439376174,0.08020365657807646,0,-0.009661085306955378,0.0,1.093574115993509,0.29438902990378435,0.009819962513225054,0,0.0009597677340951721,0.0,0.48948589162362055,0.01369858743993017,0,0.0018557519659906643,0.0,0.7214849719750455,0.01877272938640025,0,0.00364105452676957,0.0,0.9030485891581426,0.02581561946871664,0,0.007420252251039639,0.0,0.9562707095435619,0.030276583891681186,0,0.010671897898882137,0.0,0.9909964217437908,0.03720299260772605,0,0.01665739775660535,0.0,1.082705579022287,0.07221589975855042,0,0.06550732896474179,0.0,1.1012628624262626,0,0,6,4,25.85436248779297,24.703824996948242,0.08728236705064774,0.11893797665834427,99.0,99.0
769,0.01254221424460411,406,338,6692,6717,3334,3356,6706.8543760289185,3346.723307616916,24.25817593286837,19.630860458780973,0.5699391512344789,0.009494710350059457,0.006546341939355254,0.0003126443880824069,4.932275295257568,4.422860622406006,0.12076401710510254,0.04125135391950607,0.050974972546100616,-0.0023952857591211796,1.4648806641735688,1.5239549126445788,0.011754914728807783,0.016502106017516012,6709,3346,6710,3345,0,6707.8543760289185,3347.723307616916,769,190.90974046277458,35.87134819659542,190.90974046277458,35.87134819659542,1.5113885398553788,0.02194806143760301,393,23.451559687888633,3.5,16.347198100368544,1.666805447892167,0.03208418327747737,0.01307129128357292,0,839.5305874301217,0,3.393008791278128,5.801388393716595,11.627493303929839,1.088786302473799,23.252931100422526,0.020899235377772864,0.263491206586316,0.006975037635346895,0,0.0004429438128753936,0.0,0.48489976072402385,0.009499781080060684,0,0.0008538494257229113,0.0,0.8405899827551855,0.013144670129945897,0,0.0016645855587155635,0.0,1.2276791830869276,0.01810221544217789,0,0.0034019133562999196,0.0,1.3925735805053592,0.021332322254195738,0,0.0048959005577327705,0.0,1.540758062309657,0.02600307033521875,0,0.007655132379885599,0.0,1.6678043087608252,0.04969956674208257,0,0.030902100112297624,0.0,0.24364362546841178,0.010560873940272417,0,-0.00021488522850536518,0.0,0.44592446369776345,0.014725053686721565,0,-0.00041444265970852744,0.0,0.7343011929069673,0.02050627802506146,0,-0.000809596316892292,0.0,1.0381789393070564,0.028540579014122845,0,-0.001657556013294908,0.0,1.1740215850958013,0.03398437583784108,0,-0.0023952766864268307,0.0,1.3049914592976246,0.042138533313525996,0,-0.0037607112580425065,0.0,1.3358765370133454,0.08213594521376795,0,-0.015641471850397604,0.0,1.0642219141628522,0.30941262128172814,0.010281206394774407,0,0.0009392840845170716,0.0,0.5717428357158617,0.013931616856861222,0,0.0018108563031027695,0.0,1.0045635240894024,0.01933401464395031,0,0.0035324056825729406,0.0,1.4777899048758172,0.026749207347211767,0,0.007225823425144433,0.0,1.6769121440318802,0.03160470394331789,0,0.010410816204771235,0.0,1.8525735332695394,0.03857183274043485,0,0.016303562912332502,0.0,2.024310922397099,0.07420148001804017,0,0.06666674545172656,0.0,1.0767549832753147,0,0,6,4,24.834732055664062,23.930965423583984,0.04666974022984505,0.07812484353780746,22.8011,0.0857
897,0.010409323498606682,60,51,7661,7668,3605,3613,7664.374337860097,3609.223565197035,3.3802529078397257,4.583429047930142,0.7953497734420214,0.022302152550032026,0.02888915153664943,0.00580445125038356,2.2313857078552246,1.7275995016098022,1.1091846227645874,0.30842891335487366,0.22746458649635315,-0.10704163461923599,0.11479568214974613,0.1399189986998112,0.0036481223034860667,0.008827136819291419,7664,3609,7664,3609,0,7665.374337860097,3610.223565197035,897,190.89004488868946,35.87571983093981,190.89004488868946,35.87571983093981,0.12724454425328935,0.007639773645923731,50,26.138402073587745,4.578644118638831,8.989711351270884,0.20065610609005624,0.01702917822287011,-0.01203321886092963,0,253.88752811939503,0,1.3837119933519026,3.025022972572004,6.678130140262607,1.1606565778727225,25.482109707062154,0.09214369646718183,0.09962057344887743,0.006226750638062167,0,-0.0013395083443117882,0.0,0.13160416801891506,0.008328727888853683,0,-0.002586356889647253,0.0,0.1676561107985749,0.011421844475725836,0,-0.005072919901064482,0.0,0.19288756823831044,0.01607621954943124,0,-0.01033675379351567,0.0,0.1970845397185993,0.019196527257794322,0,-0.014876371136459695,0.0,0.21313936389805369,0.02385572169291778,0,-0.023250653867383068,0.0,0.24051601590299074,0.0477197249445326,0,-0.09189240936794484,0.0,0.060713820441836465,0.009844596674106476,0,-0.002121815125551436,0.0,0.07446066285327214,0.01359754403498388,0,-0.0040970598743730515,0.0,0.10422077358498512,0.019012986759043,0,-0.008033467952093535,0.0,0.12839602282913204,0.02726533444682557,0,-0.016364714574330846,0.0,0.14066575682813467,0.032786440375300666,0,-0.023542847239196595,0.0,0.14274576717715876,0.04100016661615082,0,-0.03676955637143893,0.0,0.20464636731669908,0.08205717990721034,0,-0.1447679008133624,0.0,1.1327805567412093,0.12762521851700653,0.00930160003960577,0,-0.0008071820310426063,0.0,0.16985749950368073,0.012392044127623016,0,-0.001560905929199811,0.0,0.2126993375980645,0.016963527859430824,0,-0.003069889423301151,0.0,0.23969159540949142,0.023846749357438468,0,-0.006294211003089203,0.0,0.24039983436613208,0.028466809860580162,0,-0.009110895972756553,0.0,0.26103988327914485,0.03535912659946766,0,-0.014395541245570067,0.0,0.26472772561162455,0.07086853209219497,0,-0.061711755915796335,0.0,1.1465533717950058,0,0,6,4,99.0,99.0,99.0,99.0,99.0,99.0
936,0.010965717025101185,140,113,8725,8736,3702,3716,8730.58515169575,3709.291757782499,6.421003202331889,9.512685109605556,-0.37286573258884204,0.009673329639511103,0.014890773948796218,-0.0005897361626300016,3.091442823410034,2.525207042694092,-1.4524539709091187,0.15609419345855713,0.10536260902881622,0.012236750684678555,0.39428815678213647,0.42966019095671054,0.006885735386018233,0.01220643241282888,8730,3709,8731,3709,0,8731.58515169575,3710.291757782499,936,190.86811317865948,35.87738010612296,190.86811317865948,35.87738010612296,0.42001799841990556,0.012501509878469787,129,24.841830247535196,3.897755432114663,10.890396469157341,0.5052178623472439,0.021210492909994636,0.000848653792825623,0,372.5951985888216,0,1.7955771014632087,3.5172802291777745,7.6511565667260495,1.1335404090412369,24.505210740876876,0.045582315649240854,0.2119803998478013,0.006724110488636494,0,6.549351434526758e-05,0.0,0.2993996736807813,0.009043283637893423,0,0.00012593387863147175,0.0,0.38992370047429487,0.012196006546427525,0,0.00024641016655812593,0.0,0.47217825133042285,0.016886627912027007,0,0.0004989223069007435,0.0,0.4978956929173551,0.020085701945699485,0,0.0007117944897629317,0.0,0.5354249516686155,0.02480832678978864,0,0.0010925045223481693,0.0,0.5805125660580391,0.04859090296863196,0,0.003867488174850502,0.0,0.18673459378907586,0.010380269765288662,0,-0.000799407369553678,0.0,0.25363820675708576,0.014261389864142422,0,-0.001540539511535868,0.0,0.3260636670640318,0.019754030209958078,0,-0.003022824915372227,0.0,0.38220101610790763,0.0279358281790236,0,-0.006170995369476696,0.0,0.4040966881450482,0.033399033685146386,0,-0.008870026933588198,0.0,0.44665900664907454,0.04175465890470984,0,-0.013817903947832924,0.0,0.5951771481180743,0.08350803070718454,0,-0.05447290441235493,0.0,1.1117849026651718,0.2522707700241313,0.009902826768828654,0,5.760832800195615e-05,0.0,0.35984881139167213,0.013362011613216016,0,0.00011105836443002062,0.0,0.4706371866229115,0.01804944516007942,0,0.00021871594196863002,0.0,0.574944165333592,0.025045580796877208,0,0.00045137891781412565,0.0,0.6069452339504162,0.029862218566017104,0,0.0006552066956746943,0.0,0.6491177763075525,0.03686272840898274,0,0.0010380637647050617,0.0,0.6798764781913106,0.07213358627311987,0,0.004616774428124181,0.0,1.1222423996927262,0,0,6,4,28.337125778198242,25.770164489746094,0.6338352560997009,0.24439777433872223,99.0,99.0
996,0.011353211477398872,204,159,8448,8464,3902,3917,8456.068608977865,3909.9082943845697,9.689679029300919,9.287166882170908,1.3603306263188841,0.003766879185707265,0.0037040694573493294,0.0005451805336503501,3.2959916591644287,2.8483829498291016,0.7119576930999756,0.10536935180425644,0.10993613302707672,-0.030867788940668106,1.0184682934635183,1.0633666453688555,0.01694619763170627,0.029539935903592898,8456,3910,8457,3910,0,8457.068608977865,3910.9082943845697,996,190.87375777818593,35.88072602521099,190.87375777818593,35.88072602521099,1.0549340494838273,0.014924679278309526,193,23.841936724945406,3.5,10.724085925993897,1.1191136604135996,0.020464552370416333,-0.0028591320533208416,0,361.3020642459607,0,1.7108142228676284,3.2042084474425803,6.8696736221991115,1.1351206076946563,23.640209487071633,0.01985419909405638,0.5176209057247786,0.00758365978792494,0,-0.0002259222334692136,0.0,0.7361397521889897,0.009915471002518363,0,-0.0004369556629318476,0.0,0.9318083056280789,0.01295897609074308,0,-0.0008498561072212735,0.0,1.0648596145959393,0.017394656329240088,0,-0.001731232593591926,0.0,1.1104713046281227,0.02039963446821911,0,-0.002487518692480068,0.0,1.1512533664717786,0.025020892315778354,0,-0.0038687388116755202,0.0,1.1302700836936914,0.04868127400987012,0,-0.014926898103881764,0.0,0.41765195564363483,0.011233835229619606,0,-0.00046218543890664946,0.0,0.579104778141704,0.015242641992206055,0,-0.000894557750774309,0.0,0.707557902057995,0.020625905133609058,0,-0.0017434737166660754,0.0,0.7908481700534743,0.028574635758312292,0,-0.00356793760179463,0.0,0.832608446460419,0.03397325406951877,0,-0.005145714246636846,0.0,0.8366479964718777,0.04216411650696183,0,-0.008061703539561434,0.0,0.7564671733563053,0.08319775903223241,0,-0.03302216891056299,0.0,1.1135909074914585,0.6304453150351347,0.010931303034904584,0,0.0001425777924400478,0.0,0.9008021449028206,0.014353797007609718,0,0.0002761927127901207,0.0,1.14767178209487,0.018880949466540748,0,0.0005378095319076254,0.0,1.316187834339452,0.025509707589519103,0,0.0011044547788829487,0.0,1.3684764410157648,0.029992388703181317,0,0.001595210828005672,0.0,1.4272378875071365,0.03691128239388171,0,0.0025128871428532137,0.0,1.405387531528908,0.07227669591959636,0,0.010607388261635606,0.0,1.1243283830114013,0,0,6,4,26.25550651550293,24.706838607788086,0.10981845110654831,0.10503888875246048,99.0,99.0
1056,0.010514057241380215,186,170,7568,7580,4041,4061,7573.723319351335,4047.5820644654186,8.07766603476378,25.83898658888168,-6.276422601742659,0.012819099271142852,0.04148880251830668,-0.010526989352766717,5.2757039070129395,2.466495990753174,-1.2631747722625732,0.1525997519493103,0.0477050356566906,0.07413452863693237,0.4192946669836012,0.45579659411983553,0.004979052018483022,0.008484669966061873,7574,4047,7573,4047,1,7574.723319351335,4048.5820644654186,1056,190.8919068258,35.88302624563301,190.8919068258,35.88302624563301,0.4470675404957417,0.014182283880349348,178,24.774067152747335,3.821939176681837,13.78682251940977,0.7103380696282376,0.026079092708734763,0.042174996478649196,32,597.142858051085,32,2.898674499017062,6.719192461024462,21.23950785114409,1.107452591490189,24.160524413795155,0.039861322871145036,0.14956909758277223,0.006219949245282078,0,0.001967364980354152,0.0,0.22686833158248934,0.008456205206080716,0,0.0037875654366809966,0.0,0.31901770262258544,0.011642716278230122,0,0.00744921948126627,0.0,0.43144845580273433,0.01634728094134544,32,0.015292112673196837,0.0,0.5074978654584319,0.01953589471590852,32,0.022092181463683132,0.0,0.5838439958860723,0.024235696273535213,32,0.03477460467217381,0.0,0.682631471844535,0.04777133121911563,32,0.14512627294953892,0.0,0.09874058265056664,0.009837096026705931,0,0.0010110893542784488,0.0,0.1616198178911352,0.013744976217448331,0,0.0019484778588245645,0.0,0.2360482248608833,0.019203909186908702,0,0.0038355240129776093,0.0,0.31455918438707886,0.027365850040486438,32,0.007911876139932994,0.0,0.37348809482165235,0.03289878654920829,32,0.01146394730307634,0.0,0.45405401000154516,0.04109576873053047,32,0.01818334873536082,0.0,0.5619712253988377,0.08149940258805038,32,0.079781710369944,0.0,1.082595192768796,0.18918745768636044,0.009174225976546107,0,0.002893845396531172,0.0,0.2827783616446692,0.012449522002014567,0,0.0055702426181415635,0.0,0.39422029483921645,0.01717226760391234,0,0.010954398747921692,0.0,0.5339570477843212,0.0241609262923718,32,0.022450133777482707,0.0,0.6279014658027815,0.028910616018582396,32,0.03239449674630634,0.0,0.7123601584988274,0.03588448162204872,32,0.050889439598654114,0.0,0.8046057843203105,0.07098988978370341,32,0.21086428866796073,0.0,1.09007581709315,0,0,6,4,25.1700496673584,24.77652931213379,0.07182114571332932,0.19638177752494812,99.0,99.0
1070,0.01117973867803812,141,114,7847,7862,4093,4105,7855.31565417733,4098.214137948277,10.848874779781255,7.34155752877885,2.386990816732286,0.018417580146988945,0.012619021022952375,0.003947413437099383,3.4723405838012695,2.4765467643737793,0.46858832240104675,0.09927742928266525,0.1467057168483734,-0.06455696374177933,0.3594395586431693,0.38670844491067785,0.005769698054888019,0.01055375308129414,7856,4098,7856,4098,1,7856.31565417733,4099.214137948277,1070,190.88611392483637,35.88386860120209,190.88611392483637,35.88386860120209,0.37884740718658944,0.012398724949414271,134,24.953839201737253,4.80901626922692,14.10232343775974,0.6422655601325583,0.027174641551005733,-0.015930639275136455,32,624.7858925385618,32,2.41186225620363,5.414722669489882,16.53764803762498,1.1051179461260165,24.272191834459566,0.0459381508439625,0.1744384164718212,0.006407393966729354,0,-0.0006711155573484055,0.0,0.2596924951858699,0.008687014413092945,0,-0.0012951468980451151,0.0,0.3376864556135699,0.011781897022313541,32,-0.002539079262136417,0.0,0.4364957464591275,0.016470871676532182,32,-0.005232788670255679,0.0,0.5024807173052835,0.01968705634194414,32,-0.007626877396421126,0.0,0.579675559794965,0.0245179743918003,32,-0.012090753221893881,0.0,0.869800997055181,0.048206733848094686,32,-0.04824528900274683,0.0,0.15712878040388475,0.010227654512096751,0,-0.002056816780136141,0.0,0.2351769687669615,0.014037723807082108,0,-0.003969344560505188,0.0,0.3029215958086754,0.019316886530233383,32,-0.007776538452868255,0.0,0.3779590447339853,0.027593876684045577,32,-0.01594081214721318,0.0,0.43085776548016796,0.033056337569045566,32,-0.02303905160731081,0.0,0.4886354017176124,0.0412379378305239,32,-0.03615366354267679,0.0,0.8082300017794743,0.08205047506057968,32,-0.14362994866834092,0.0,1.0802969570665286,0.20726193302394078,0.009387294495523625,0,-0.0009994993499930552,0.0,0.3088391335914604,0.01276907391129702,0,-0.0019276091670666962,0.0,0.4036951504912659,0.01739497543269298,32,-0.0037741823439342457,0.0,0.5274177936031299,0.024360796998891057,32,-0.007761932971025476,0.0,0.6107049910745281,0.029173071159430342,32,-0.011271792653195566,0.0,0.7094827200135461,0.036406092725007014,32,-0.017793505681501585,0.0,1.0695860261485932,0.07169542021138102,32,-0.06995808400511183,0.0,1.0884165869735827,0,0,6,4,99.0,99.0,99.0,99.0,99.0,99.0
1071,0.011305900290608406,121,93,8740,8752,4102,4112,8745.823107183362,4107.21993861409,7.714809707430241,6.623845758807338,1.4798603828582202,0.014637296756987349,0.011414193041825864,0.002909388559261689,2.957451820373535,2.364769458770752,0.6088225841522217,0.13542450964450836,0.15772925317287445,-0.06051148101687431,0.33210644138023315,0.3672367516211836,0.006239555838035752,0.01132109209329268,8746,4107,8746,4108,0,8746.823107183362,4108.21993861409,1071,190.86779532740712,35.88401208988284,190.86779532740712,35.88401208988284,0.3528383754279098,0.011422343385209406,109,25.031060465524142,3.8095849276152154,10.07467170044727,0.45345728514773337,0.01955117741452735,-0.006989258590368235,0,318.8685437598631,0,1.8041189065427392,3.459434760421831,7.951173872318285,1.141333434345157,24.615127691765622,0.04681239415458068,0.1895281518022574,0.006594192460485197,0,-0.0006203133561848669,0.0,0.2739500499701229,0.008902300280023987,0,-0.0011995474280273634,0.0,0.3485816502457903,0.012049781097755275,0,-0.0023530826123238087,0.0,0.4158650711588719,0.01678625604057983,0,-0.004787912207403612,0.0,0.45000878116018567,0.019964035878963577,0,-0.006883097805049293,0.0,0.4640601884410326,0.024681324644281907,0,-0.01073539820004004,0.0,0.4045948553655057,0.0484478510052057,0,-0.041745344469631275,0.0,0.1462204796107645,0.01027357368725958,0,-0.0012205202174249545,0.0,0.2046846318799381,0.01418153136142521,0,-0.0023626013880945376,0.0,0.24542818708437927,0.01966006817363964,0,-0.004641568864415784,0.0,0.26312589539741,0.027777024256341033,0,-0.009479022871484284,0.0,0.27772409170637147,0.03332113156986347,0,-0.01366887441866693,0.0,0.28875496198641565,0.04170648506352581,0,-0.02144302022616026,0.0,0.29880605639521757,0.08332907516143066,0,-0.08748236299249668,0.0,1.120699594037239,0.2321196968923925,0.009728865896158989,0,0.0002455247387144976,0.0,0.337240485042123,0.013164657557220823,0,0.0004745247713782232,0.0,0.4328482801615396,0.017850591609910996,0,0.0009295600345840593,0.0,0.5240188209283858,0.02493375126620119,0,0.0018865853389425477,0.0,0.5676349222707235,0.02966269622269091,0,0.002706735673913233,0.0,0.5796004952101652,0.036644418553887434,0,0.004202810764849299,0.0,0.45316600360202386,0.07188752554599805,0,0.015657038837350836,0.0,1.1325485950395484,0,0,6,4,26.71309471130371,25.067516326904297,0.23838074505329132,0.21235935389995575,99.0,99.0
